business_date,service_period,plate,qty_sold,price_sold_at,special,discount_name,check_count,net_sales
2026-03-12,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-03-13,Breakfast,Harbor Room Taco Salad,21,16.0,no,,10,336.0
2026-03-14,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-03-15,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-03-16,Breakfast,Harbor Room Taco Salad,8,16.0,no,,4,128.0
2026-03-17,Breakfast,Harbor Room Taco Salad,9,16.0,no,,4,144.0
2026-03-18,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-03-19,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-03-20,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-03-21,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-03-22,Breakfast,Harbor Room Taco Salad,12,16.0,no,,6,192.0
2026-03-23,Breakfast,Harbor Room Taco Salad,16,13.44,yes,Chef Special,8,215.04
2026-03-24,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-03-25,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-03-26,Breakfast,Harbor Room Taco Salad,6,16.0,no,,3,96.0
2026-03-27,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-03-28,Breakfast,Harbor Room Taco Salad,18,16.0,no,,9,288.0
2026-03-29,Breakfast,Harbor Room Taco Salad,13,16.0,no,,6,208.0
2026-03-30,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-03-31,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-04-01,Breakfast,Harbor Room Taco Salad,6,16.0,no,,3,96.0
2026-04-02,Breakfast,Harbor Room Taco Salad,7,16.0,no,,3,112.0
2026-04-03,Breakfast,Harbor Room Taco Salad,18,16.0,no,,9,288.0
2026-04-04,Breakfast,Harbor Room Taco Salad,19,16.0,no,,9,304.0
2026-04-05,Breakfast,Harbor Room Taco Salad,14,16.0,no,,7,224.0
2026-04-06,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-04-07,Breakfast,Harbor Room Taco Salad,6,16.0,no,,3,96.0
2026-04-08,Breakfast,Harbor Room Taco Salad,7,16.0,no,,3,112.0
2026-04-09,Breakfast,Harbor Room Taco Salad,8,16.0,no,,4,128.0
2026-04-10,Breakfast,Harbor Room Taco Salad,19,16.0,no,,9,304.0
2026-04-11,Breakfast,Harbor Room Taco Salad,20,16.0,no,,10,320.0
2026-04-12,Breakfast,Harbor Room Taco Salad,15,16.0,no,,7,240.0
2026-04-13,Breakfast,Harbor Room Taco Salad,13,13.44,yes,Chef Special,6,174.72
2026-04-14,Breakfast,Harbor Room Taco Salad,7,16.0,no,,3,112.0
2026-04-15,Breakfast,Harbor Room Taco Salad,8,16.0,no,,4,128.0
2026-04-16,Breakfast,Harbor Room Taco Salad,9,16.0,no,,4,144.0
2026-04-17,Breakfast,Harbor Room Taco Salad,20,16.0,no,,10,320.0
2026-04-18,Breakfast,Harbor Room Taco Salad,21,16.0,no,,10,336.0
2026-04-19,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-04-20,Breakfast,Harbor Room Taco Salad,7,16.0,no,,3,112.0
2026-04-21,Breakfast,Harbor Room Taco Salad,8,16.0,no,,4,128.0
2026-04-22,Breakfast,Harbor Room Taco Salad,9,16.0,no,,4,144.0
2026-04-23,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-04-24,Breakfast,Harbor Room Taco Salad,21,16.0,no,,10,336.0
2026-04-25,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-04-26,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-04-27,Breakfast,Harbor Room Taco Salad,8,16.0,no,,4,128.0
2026-04-28,Breakfast,Harbor Room Taco Salad,9,16.0,no,,4,144.0
2026-04-29,Breakfast,Harbor Room Taco Salad,10,16.0,no,,5,160.0
2026-04-30,Breakfast,Harbor Room Taco Salad,11,16.0,no,,5,176.0
2026-05-01,Breakfast,Harbor Room Taco Salad,22,16.0,no,,11,352.0
2026-05-02,Breakfast,Harbor Room Taco Salad,23,16.0,no,,11,368.0
2026-05-03,Breakfast,Harbor Room Taco Salad,18,16.0,no,,9,288.0
2026-05-04,Breakfast,Harbor Room Taco Salad,22,13.44,yes,Chef Special,11,295.68
2026-05-05,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-05-06,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-05-07,Breakfast,Harbor Room Taco Salad,12,16.0,no,,6,192.0
2026-05-08,Breakfast,Harbor Room Taco Salad,23,16.0,no,,11,368.0
2026-05-09,Breakfast,Harbor Room Taco Salad,24,16.0,no,,12,384.0
2026-05-10,Breakfast,Harbor Room Taco Salad,19,16.0,no,,9,304.0
2026-05-11,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-05-12,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-05-13,Breakfast,Harbor Room Taco Salad,12,16.0,no,,6,192.0
2026-05-14,Breakfast,Harbor Room Taco Salad,13,16.0,no,,6,208.0
2026-05-15,Breakfast,Harbor Room Taco Salad,24,16.0,no,,12,384.0
2026-05-16,Breakfast,Harbor Room Taco Salad,25,16.0,no,,12,400.0
2026-05-17,Breakfast,Harbor Room Taco Salad,20,16.0,no,,10,320.0
2026-05-18,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-05-19,Breakfast,Harbor Room Taco Salad,12,16.0,no,,6,192.0
2026-05-20,Breakfast,Harbor Room Taco Salad,13,16.0,no,,6,208.0
2026-05-21,Breakfast,Harbor Room Taco Salad,14,16.0,no,,7,224.0
2026-05-22,Breakfast,Harbor Room Taco Salad,25,16.0,no,,12,400.0
2026-05-23,Breakfast,Harbor Room Taco Salad,26,16.0,no,,13,416.0
2026-05-24,Breakfast,Harbor Room Taco Salad,21,16.0,no,,10,336.0
2026-05-25,Breakfast,Harbor Room Taco Salad,19,13.44,yes,Chef Special,9,255.36
2026-05-26,Breakfast,Harbor Room Taco Salad,13,16.0,no,,6,208.0
2026-05-27,Breakfast,Harbor Room Taco Salad,14,16.0,no,,7,224.0
2026-05-28,Breakfast,Harbor Room Taco Salad,15,16.0,no,,7,240.0
2026-05-29,Breakfast,Harbor Room Taco Salad,26,16.0,no,,13,416.0
2026-05-30,Breakfast,Harbor Room Taco Salad,27,16.0,no,,13,432.0
2026-05-31,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-06-01,Breakfast,Harbor Room Taco Salad,13,16.0,no,,6,208.0
2026-06-02,Breakfast,Harbor Room Taco Salad,14,16.0,no,,7,224.0
2026-06-03,Breakfast,Harbor Room Taco Salad,15,16.0,no,,7,240.0
2026-06-04,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-06-05,Breakfast,Harbor Room Taco Salad,27,16.0,no,,13,432.0
2026-06-06,Breakfast,Harbor Room Taco Salad,22,16.0,no,,11,352.0
2026-06-07,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-06-08,Breakfast,Harbor Room Taco Salad,14,16.0,no,,7,224.0
2026-06-09,Breakfast,Harbor Room Taco Salad,15,16.0,no,,7,240.0
2026-06-10,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-06-11,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-06-12,Breakfast,Harbor Room Taco Salad,22,16.0,no,,11,352.0
2026-06-13,Breakfast,Harbor Room Taco Salad,23,16.0,no,,11,368.0
2026-06-14,Breakfast,Harbor Room Taco Salad,18,16.0,no,,9,288.0
2026-06-15,Breakfast,Harbor Room Taco Salad,22,13.44,yes,Chef Special,11,295.68
2026-06-16,Breakfast,Harbor Room Taco Salad,16,16.0,no,,8,256.0
2026-06-17,Breakfast,Harbor Room Taco Salad,17,16.0,no,,8,272.0
2026-06-18,Breakfast,Harbor Room Taco Salad,12,16.0,no,,6,192.0
2026-06-19,Breakfast,Harbor Room Taco Salad,23,16.0,no,,11,368.0
2026-01-02,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-01-03,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-01-04,Lunch,Lemon Herb Chicken Entrée,15,18.5,no,,7,277.5
2026-01-05,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-01-06,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-01-07,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-01-08,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-01-09,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-01-10,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-01-11,Lunch,Lemon Herb Chicken Entrée,16,18.5,no,,8,296.0
2026-01-12,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-01-13,Lunch,Lemon Herb Chicken Entrée,15,15.54,yes,Chef Special,7,233.1
2026-01-14,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-01-15,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-01-16,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-01-17,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-01-18,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-01-19,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-01-20,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-01-21,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-01-22,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-01-23,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-01-24,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-01-25,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-01-26,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-01-27,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-01-28,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-01-29,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-01-30,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-01-31,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-02-01,Lunch,Lemon Herb Chicken Entrée,13,18.5,no,,6,240.5
2026-02-02,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-02-03,Lunch,Lemon Herb Chicken Entrée,18,15.54,yes,Chef Special,9,279.72
2026-02-04,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-02-05,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-02-06,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-02-07,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-02-08,Lunch,Lemon Herb Chicken Entrée,14,18.5,no,,7,259.0
2026-02-09,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-02-10,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-02-11,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-02-12,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-02-13,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-02-14,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-02-15,Lunch,Lemon Herb Chicken Entrée,15,18.5,no,,7,277.5
2026-02-16,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-02-17,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-02-18,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-02-19,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-02-20,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-02-21,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-02-22,Lunch,Lemon Herb Chicken Entrée,16,18.5,no,,8,296.0
2026-02-23,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-02-24,Lunch,Lemon Herb Chicken Entrée,15,15.54,yes,Chef Special,7,233.1
2026-02-25,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-02-26,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-02-27,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-02-28,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-03-01,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-03-02,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-03-03,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-03-04,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-03-05,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-03-06,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-03-07,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-03-08,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-03-09,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-03-10,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-03-11,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-03-12,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-03-13,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-03-14,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-03-15,Lunch,Lemon Herb Chicken Entrée,13,18.5,no,,6,240.5
2026-03-16,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-03-17,Lunch,Lemon Herb Chicken Entrée,18,15.54,yes,Chef Special,9,279.72
2026-03-18,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-03-19,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-03-20,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-03-21,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-03-22,Lunch,Lemon Herb Chicken Entrée,14,18.5,no,,7,259.0
2026-03-23,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-03-24,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-03-25,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-03-26,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-03-27,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-03-28,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-03-29,Lunch,Lemon Herb Chicken Entrée,15,18.5,no,,7,277.5
2026-03-30,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-03-31,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-04-01,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-04-02,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-04-03,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-04-04,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-04-05,Lunch,Lemon Herb Chicken Entrée,16,18.5,no,,8,296.0
2026-04-06,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-04-07,Lunch,Lemon Herb Chicken Entrée,15,15.54,yes,Chef Special,7,233.1
2026-04-08,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-04-09,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-04-10,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-04-11,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-04-12,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-04-13,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-04-14,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-04-15,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-04-16,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-04-17,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-04-18,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-04-19,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-04-20,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-04-21,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-04-22,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-04-23,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-04-24,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-04-25,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-04-26,Lunch,Lemon Herb Chicken Entrée,13,18.5,no,,6,240.5
2026-04-27,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-04-28,Lunch,Lemon Herb Chicken Entrée,18,15.54,yes,Chef Special,9,279.72
2026-04-29,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-04-30,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-05-01,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-05-02,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-05-03,Lunch,Lemon Herb Chicken Entrée,14,18.5,no,,7,259.0
2026-05-04,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-05-05,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-05-06,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-05-07,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-05-08,Lunch,Lemon Herb Chicken Entrée,19,18.5,no,,9,351.5
2026-05-09,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-05-10,Lunch,Lemon Herb Chicken Entrée,15,18.5,no,,7,277.5
2026-05-11,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-05-12,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-05-13,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-05-14,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-05-15,Lunch,Lemon Herb Chicken Entrée,20,18.5,no,,10,370.0
2026-05-16,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-05-17,Lunch,Lemon Herb Chicken Entrée,16,18.5,no,,8,296.0
2026-05-18,Lunch,Lemon Herb Chicken Entrée,7,18.5,no,,3,129.5
2026-05-19,Lunch,Lemon Herb Chicken Entrée,15,15.54,yes,Chef Special,7,233.1
2026-05-20,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-05-21,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-05-22,Lunch,Lemon Herb Chicken Entrée,21,18.5,no,,10,388.5
2026-05-23,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-05-24,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-05-25,Lunch,Lemon Herb Chicken Entrée,8,18.5,no,,4,148.0
2026-05-26,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-05-27,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-05-28,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-05-29,Lunch,Lemon Herb Chicken Entrée,22,18.5,no,,11,407.0
2026-05-30,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-05-31,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-06-01,Lunch,Lemon Herb Chicken Entrée,9,18.5,no,,4,166.5
2026-06-02,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-06-03,Lunch,Lemon Herb Chicken Entrée,11,18.5,no,,5,203.5
2026-06-04,Lunch,Lemon Herb Chicken Entrée,12,18.5,no,,6,222.0
2026-06-05,Lunch,Lemon Herb Chicken Entrée,17,18.5,no,,8,314.5
2026-06-06,Lunch,Lemon Herb Chicken Entrée,18,18.5,no,,9,333.0
2026-06-07,Lunch,Lemon Herb Chicken Entrée,13,18.5,no,,6,240.5
2026-06-08,Lunch,Lemon Herb Chicken Entrée,10,18.5,no,,5,185.0
2026-06-09,Lunch,Lemon Herb Chicken Entrée,18,15.54,yes,Chef Special,9,279.72
