business_date,service_period,plate,qty_sold,price_sold_at,special,discount_name,check_count,net_sales
2026-03-23,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-03-25,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-03-27,Lunch,Neighborhood Lunch Plate 02,19,18.5,no,,9,351.5
2026-03-29,Lunch,Neighborhood Lunch Plate 02,15,18.5,no,,7,277.5
2026-03-31,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-04-02,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-04-04,Lunch,Neighborhood Lunch Plate 02,21,18.5,no,,10,388.5
2026-04-06,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-04-08,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-04-10,Lunch,Neighborhood Lunch Plate 02,21,18.5,no,,10,388.5
2026-04-12,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-04-14,Lunch,Neighborhood Lunch Plate 02,16,15.54,yes,Chef Special,8,248.64
2026-04-16,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-04-18,Lunch,Neighborhood Lunch Plate 02,17,18.5,no,,8,314.5
2026-04-20,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-04-22,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-04-24,Lunch,Neighborhood Lunch Plate 02,17,18.5,no,,8,314.5
2026-04-26,Lunch,Neighborhood Lunch Plate 02,13,18.5,no,,6,240.5
2026-04-28,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-04-30,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-05-02,Lunch,Neighborhood Lunch Plate 02,19,18.5,no,,9,351.5
2026-05-04,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-05-06,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-05-08,Lunch,Neighborhood Lunch Plate 02,19,18.5,no,,9,351.5
2026-05-10,Lunch,Neighborhood Lunch Plate 02,15,18.5,no,,7,277.5
2026-05-12,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-05-14,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-05-16,Lunch,Neighborhood Lunch Plate 02,21,18.5,no,,10,388.5
2026-05-18,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-05-20,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-05-22,Lunch,Neighborhood Lunch Plate 02,21,18.5,no,,10,388.5
2026-05-24,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-05-26,Lunch,Neighborhood Lunch Plate 02,16,15.54,yes,Chef Special,8,248.64
2026-05-28,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-05-30,Lunch,Neighborhood Lunch Plate 02,17,18.5,no,,8,314.5
2026-06-01,Lunch,Neighborhood Lunch Plate 02,9,18.5,no,,4,166.5
2026-06-03,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-06-05,Lunch,Neighborhood Lunch Plate 02,17,18.5,no,,8,314.5
2026-06-07,Lunch,Neighborhood Lunch Plate 02,13,18.5,no,,6,240.5
2026-06-09,Lunch,Neighborhood Lunch Plate 02,11,18.5,no,,5,203.5
2026-06-11,Lunch,Neighborhood Lunch Plate 02,7,18.5,no,,3,129.5
2026-01-03,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-01-05,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-01-07,Lunch,Neighborhood Lunch Plate 03,17,17.64,yes,Chef Special,8,299.88
2026-01-09,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-01-11,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-01-13,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-01-15,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-01-17,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-01-19,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-01-21,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-01-23,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-01-25,Lunch,Neighborhood Lunch Plate 03,14,21.0,no,,7,294.0
2026-01-27,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-01-29,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-01-31,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-02-02,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-02-04,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-02-06,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-02-08,Lunch,Neighborhood Lunch Plate 03,16,21.0,no,,8,336.0
2026-02-10,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-02-12,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-02-14,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-02-16,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-02-18,Lunch,Neighborhood Lunch Plate 03,17,17.64,yes,Chef Special,8,299.88
2026-02-20,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-02-22,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-02-24,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-02-26,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-02-28,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-03-02,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-03-04,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-03-06,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-03-08,Lunch,Neighborhood Lunch Plate 03,14,21.0,no,,7,294.0
2026-03-10,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-03-12,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-03-14,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-03-16,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-03-18,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-03-20,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-03-22,Lunch,Neighborhood Lunch Plate 03,16,21.0,no,,8,336.0
2026-03-24,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-03-26,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-03-28,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-03-30,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-04-01,Lunch,Neighborhood Lunch Plate 03,17,17.64,yes,Chef Special,8,299.88
2026-04-03,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-04-05,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-04-07,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-04-09,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-04-11,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-04-13,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-04-15,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-04-17,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-04-19,Lunch,Neighborhood Lunch Plate 03,14,21.0,no,,7,294.0
2026-04-21,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-04-23,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-04-25,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-04-27,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-04-29,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-05-01,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-05-03,Lunch,Neighborhood Lunch Plate 03,16,21.0,no,,8,336.0
2026-05-05,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-05-07,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-05-09,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-05-11,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-05-13,Lunch,Neighborhood Lunch Plate 03,17,17.64,yes,Chef Special,8,299.88
2026-05-15,Lunch,Neighborhood Lunch Plate 03,22,21.0,no,,11,462.0
2026-05-17,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-05-19,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-05-21,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-05-23,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-05-25,Lunch,Neighborhood Lunch Plate 03,10,21.0,no,,5,210.0
2026-05-27,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-05-29,Lunch,Neighborhood Lunch Plate 03,18,21.0,no,,9,378.0
2026-05-31,Lunch,Neighborhood Lunch Plate 03,14,21.0,no,,7,294.0
2026-06-02,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-06-04,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-06-06,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-06-08,Lunch,Neighborhood Lunch Plate 03,12,21.0,no,,6,252.0
2026-06-10,Lunch,Neighborhood Lunch Plate 03,8,21.0,no,,4,168.0
2026-06-12,Lunch,Neighborhood Lunch Plate 03,20,21.0,no,,10,420.0
2026-01-04,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-01-06,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-01-08,Lunch,Neighborhood Lunch Plate 04,20,19.74,yes,Chef Special,10,394.8
2026-01-10,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-01-12,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-01-14,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-01-16,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-01-18,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-01-20,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-01-22,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-01-24,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-01-26,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-01-28,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-01-30,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-02-01,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-02-03,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-02-05,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-02-07,Lunch,Neighborhood Lunch Plate 04,23,23.5,no,,11,540.5
2026-02-09,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-02-11,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-02-13,Lunch,Neighborhood Lunch Plate 04,23,23.5,no,,11,540.5
2026-02-15,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-02-17,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-02-19,Lunch,Neighborhood Lunch Plate 04,20,19.74,yes,Chef Special,10,394.8
2026-02-21,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-02-23,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-02-25,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-02-27,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-03-01,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-03-03,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-03-05,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-03-07,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-03-09,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-03-11,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-03-13,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-03-15,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-03-17,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-03-19,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-03-21,Lunch,Neighborhood Lunch Plate 04,23,23.5,no,,11,540.5
2026-03-23,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-03-25,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-03-27,Lunch,Neighborhood Lunch Plate 04,23,23.5,no,,11,540.5
2026-03-29,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-03-31,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-04-02,Lunch,Neighborhood Lunch Plate 04,20,19.74,yes,Chef Special,10,394.8
2026-04-04,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-04-06,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-04-08,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-04-10,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-04-12,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-04-14,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-04-16,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-04-18,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-04-20,Lunch,Neighborhood Lunch Plate 04,13,23.5,no,,6,305.5
2026-04-22,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-04-24,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-04-26,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-04-28,Lunch,Neighborhood Lunch Plate 04,9,23.5,no,,4,211.5
2026-04-30,Lunch,Neighborhood Lunch Plate 04,11,23.5,no,,5,258.5
2026-05-02,Lunch,Neighborhood Lunch Plate 04,29,23.5,no,,14,681.5
2026-05-04,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-05-06,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-05-08,Lunch,Neighborhood Lunch Plate 04,29,23.5,no,,14,681.5
2026-05-10,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-05-12,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-05-14,Lunch,Neighborhood Lunch Plate 04,26,19.74,yes,Chef Special,13,513.24
2026-05-16,Lunch,Neighborhood Lunch Plate 04,25,23.5,no,,12,587.5
2026-05-18,Lunch,Neighborhood Lunch Plate 04,17,23.5,no,,8,399.5
2026-05-20,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-05-22,Lunch,Neighborhood Lunch Plate 04,25,23.5,no,,12,587.5
2026-05-24,Lunch,Neighborhood Lunch Plate 04,21,23.5,no,,10,493.5
2026-05-26,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-05-28,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-05-30,Lunch,Neighborhood Lunch Plate 04,27,23.5,no,,13,634.5
2026-06-01,Lunch,Neighborhood Lunch Plate 04,19,23.5,no,,9,446.5
2026-06-03,Lunch,Neighborhood Lunch Plate 04,15,23.5,no,,7,352.5
2026-06-05,Lunch,Neighborhood Lunch Plate 04,27,23.5,no,,13,634.5
